time,latitude,longitude
2016-06-16T16:11:30.83308506012,27.46705777,-80.31235473
2016-06-16T16:11:35.741760969162,27.46705907,-80.31231314
2016-06-16T16:11:40.641052961349,27.46705236,-80.31227154
2016-06-16T16:11:45.640223026276,27.46704566,-80.31222995
2016-06-16T16:11:50.530736923218,27.46704626,-80.31217838
2016-06-16T16:11:55.428023099899,27.46704346,-80.31213849
2016-06-16T16:12:00.326253890991,27.46704476,-80.3120969
2016-06-16T16:12:05.219506978989,27.46704536,-80.31204533
2016-06-16T16:12:10.117125988007,27.46703455,-80.31200544
2016-06-16T16:12:15.00939297676086,27.46703515,-80.31195387
2016-06-16T16:12:20.00358009338379,27.46703235,-80.31191398
2016-06-16T16:12:25.00406408309937,27.46703295,-80.31186241
2016-06-16T16:12:29.998552083969,27.46703015,-80.31182252
2016-06-16T16:12:34.995543003082,27.46703075,-80.31177095
2016-06-16T16:12:39.884375095367,27.46702724,-80.31172109
2016-06-16T16:12:44.779359102249,27.46702124,-80.31168947
2016-06-16T16:12:49.678559064865,27.46701774,-80.3116396
2016-06-16T16:12:54.574956893921,27.46701904,-80.31159801
2016-06-16T16:12:59.484410047531,27.46700823,-80.31155811
2016-06-16T16:13:04.485956907272,27.46700883,-80.31150655
2016-06-16T16:13:09.389417886734,27.46700603,-80.31146666
2016-06-16T16:13:14.287040948868,27.46700733,-80.31142506
2016-06-16T16:13:19.281589984894,27.46699652,-80.31138517
2016-06-16T16:13:24.179692029953,27.46699782,-80.31134357
2016-06-16T16:13:29.0760779380798,27.46699432,-80.31129371
2016-06-16T16:13:34.0718240737915,27.46699562,-80.31125212
2016-06-16T16:13:39.0737888813019,27.46699622,-80.31120055
2016-06-16T16:13:43.976053953171,27.46698951,-80.31115895
2016-06-16T16:13:48.973117113113,27.46698671,-80.31111906
2016-06-16T16:13:53.874089002609,27.46698801,-80.31107747
2016-06-16T16:13:58.784668922424,27.46698521,-80.31103758
2016-06-16T16:14:03.684412956238,27.46698651,-80.31099598
2016-06-16T16:14:08.592662096024,27.46698711,-80.31094441
2016-06-16T16:14:13.488322019577,27.4669804,-80.31090282
2016-06-16T16:14:18.401815891266,27.4669776,-80.31086293
2016-06-16T16:14:23.301595926285,27.4669782,-80.31081136
2016-06-16T16:14:28.211743116379,27.4669754,-80.31077147
2016-06-16T16:14:33.101881980896,27.4669767,-80.31072987
2016-06-16T16:14:38.00147199630737,27.4669773,-80.31067831
2016-06-16T16:14:42.930187940598,27.4669745,-80.31063842
2016-06-16T16:14:47.864638090134,27.46696709,-80.31058685
2016-06-16T16:14:52.778847932816,27.46696839,-80.31054525
2016-06-16T16:14:57.774458885193,27.46696629,-80.31051534
2016-06-16T16:15:02.669420957565,27.46695888,-80.31046377
2016-06-16T16:15:07.66948390007,27.46695608,-80.31042388
2016-06-16T16:15:12.66556096077,27.46695668,-80.31037231
2016-06-16T16:15:17.662225008011,27.46695798,-80.31033071
2016-06-16T16:15:22.664695978165,27.46695448,-80.31028085
2016-06-16T16:15:27.657592058182,27.46696379,-80.31023926
2016-06-16T16:15:32.653064966202,27.46696439,-80.31018769
2016-06-16T16:15:37.653549909592,27.46696569,-80.31014609
2016-06-16T16:15:42.65128493309,27.46696699,-80.3101045
2016-06-16T16:15:47.65044593811,27.46696419,-80.31006461
2016-06-16T16:15:52.65000295639,27.46696549,-80.31002301
2016-06-16T16:15:57.543751955032,27.46697479,-80.30998142
2016-06-16T16:16:02.444062948227,27.4669761,-80.30993982
2016-06-16T16:16:07.438958883286,27.4669815,-80.30989653
2016-06-16T16:16:12.436002969742,27.4669835,-80.30986491
2016-06-16T16:16:17.334165096283,27.4669807,-80.30982501
2016-06-16T16:16:22.300309896469,27.466982,-80.30978342
2016-06-16T16:16:27.248155117035,27.4669792,-80.30974353
2016-06-16T16:16:32.290488004684,27.4669885,-80.30970193
2016-06-16T16:16:37.230417966843,27.4669898,-80.30966034
2016-06-16T16:16:42.18359708786,27.46699911,-80.30961874
2016-06-16T16:16:47.0944969654083,27.46700041,-80.30957715
2016-06-16T16:16:51.988406896591,27.46700972,-80.30953555
2016-06-16T16:16:56.985800027847,27.46701102,-80.30949396
2016-06-16T16:17:01.887029886246,27.46701622,-80.30945407
2016-06-16T16:17:06.784765005112,27.46701823,-80.30942245
2016-06-16T16:17:11.677341938019,27.46702753,-80.30938085
2016-06-16T16:17:16.680459022522,27.46702883,-80.30933926
2016-06-16T16:17:21.675398111343,27.46703814,-80.30929766
2016-06-16T16:17:26.673304080963,27.46704014,-80.30926604
2016-06-16T16:17:31.669404029846,27.46704945,-80.30922445
2016-06-16T16:17:36.66604590416,27.46705946,-80.30919283
2016-06-16T16:17:41.662936925888,27.46706146,-80.3091612
2016-06-16T16:17:46.659154891968,27.46707557,-80.30912788
2016-06-16T16:17:51.656522989273,27.46708558,-80.30909626
2016-06-16T16:17:56.658267974854,27.46708758,-80.30906464
2016-06-16T16:18:01.653774023056,27.46709759,-80.30903301
